2,14,22,30,40,50,64,84,112,0.0000297,0.00005576,0.00007372,9.92E-05,0.00013946,0.00018133,0.00024469,0.00034609,0.00044319,2.899,21.554,31.266,35.157,37.111,39.029,41.016,42.97,46.738,0
86,105,119,133,143,155,167,183,203,0.0000351,0.00006757,0.00008763,0.00012411,0.00016415,0.00021428,0.0002651,0.0003591,0.00060346,14.965,28.089,33.011,34.774,36.786,38.922,40.879,45.067,50.622,0
16,32,47,67,86,104,123,145,174,0.0000243,0.00006174,0.00009987,0.0001377,0.00019253,0.00025563,0.00033892,0.00045198,0.00059824,2.7412,29.437,40.627,41.868,42.971,44.751,46.808,49.653,62.346,0
71,93,108,122,136,148,161,177,199,0.0000255,0.00005394,0.00008224,0.0001086,0.00014104,0.00017732,0.0002415,0.000336,0.00049737,7.8141,15.883,27.875,31.278,33.27,35.29,44.772,52.884,60.634,0
1,17,28,41,51,64,83,111,164,0.0000292,0.00006497,0.00009035,0.00012665,0.00015846,0.00019606,0.0002462,0.00032482,0.0004358,2.848,34.229,41.46,44.934,48.459,53.159,68.249,86.399,106.27,0
57,76,93,106,119,134,146,163,186,0.0000299,0.00005260,0.00008458,0.00011832,0.00015405,0.00020688,0.0002576,0.00037939,0.0005396,5.8609,22.981,35.169,37.164,45.017,48.829,50.977,54.755,68.41,0
1,24,44,69,92,113,131,154,184,0.0000283,0.00005680,0.00009430,0.00014139,0.00018099,0.00025357,0.00034087,0.00043258,0.00060195,7.8151,13.723,38.22,50.405,54.521,58.633,64.064,68.167,74.03,0
34,55,70,84,98,112,127,146,172,0.0000173,0.00004987,0.00008625,0.00010579,0.00013662,0.00018023,0.00025388,0.00038594,0.00057129,2.9669,33.271,46.484,48.438,50.408,52.582,62.44,70.265,76.216,0
3,15,25,35,46,62,88,123,176,0.0000651,0.00011527,0.00016497,0.00020948,0.00025036,0.00030664,0.00038429,0.00052873,0.0013831,5.8594,19.566,39.272,48.66,55.231,66.368,72.303,79.978,91.661,0
61,82,98,111,125,138,153,174,199,0.0000640,0.00010989,0.00015811,0.00021297,0.00028599,0.0003693,0.00048046,0.0006088,0.00083554,4.2013,37.059,42.587,44.54,47.106,52.54,56.254,58.429,63.313,0
11,22,32,43,54,70,92,120,153,0.0000275,0.00006072,0.00010217,0.00013396,0.00017666,0.00022865,0.00032931,0.00049459,0.0007291,9.8048,31.662,41.002,46.96,54.654,58.51,60.741,64.639,70.462,0
64,83,96,110,121,133,146,160,181,0.0000256,0.00005021,0.00006752,9.85E-05,0.00011889,0.00015113,0.00019571,0.000248,0.00039546,4.1994,17.578,34.968,38.706,40.917,42.877,44.87,51.172,60.635,0
2,15,24,35,44,57,75,96,129,0.0000304,0.00005919,0.00007779,0.00011244,0.00015166,0.00017989,0.00022799,0.00029871,0.00043908,4.1992,19.157,27.355,42.744,52.744,57.01,60.379,66.018,78.127,0
46,66,84,98,111,125,140,161,185,0.0000256,0.00006841,0.00009220,0.00013729,0.00019801,0.00025189,0.00032367,0.00040508,0.00050035,2.7382,32.151,39.096,41.005,42.987,47.196,56.895,60.792,70.386,0
2,17,26,36,45,55,68,87,134,0.0000353,0.00007953,0.00012257,0.00018325,0.00024831,0.00029976,0.00038271,0.00059316,0.00092675,2.6887,39.167,49.069,58.514,64.367,74.457,82.251,111.83,134.7,0
71,92,106,118,130,142,153,166,186,0.0000395,0.00006647,0.00008811,0.00013014,0.00017375,0.00022198,0.000287,0.00040173,0.00079228,13.868,31.243,34.929,37.095,40.893,45.123,58.728,70.833,82.3,0
8,22,32,42,54,68,87,117,176,0.0000427,0.00008828,0.00011911,0.0001488,0.00018291,0.00024914,0.00030807,0.00037074,0.0004676,7.8169,23.487,29.754,38.705,41.107,45.056,48.776,56.842,80.289,0
60,83,99,114,128,142,159,181,220,0.0000232,0.00004344,0.00008028,0.00011757,0.00014363,0.00017022,0.00020951,0.00027623,0.00040534,2.7344,13.61,30.877,33.139,37.136,40.84,42.99,48.836,58.599,0
7,19,27,37,49,67,91,121,171,0.0000195,0.00004175,0.00007538,0.00012327,0.00016286,0.00021835,0.00027476,0.00037098,0.00052968,12.217,23.446,34.86,37.227,40.658,44.965,51.396,54.963,60.744,0
106,117,124,131,136,143,148,155,164,0.0000189,0.00004891,0.00008224,0.00013233,0.00019548,0.00026918,0.00034084,0.00044272,0.00057073,4.1992,22.197,31.051,36.741,41.071,46.27,50.862,56.309,60.567,0
17,26,34,50,86,106,121,138,158,0.0000252,0.00005944,0.00009165,0.00013291,0.00018071,0.00022832,0.0002922,0.00040799,0.00059973,13.809,26.438,31.706,35.268,39.339,46.899,53.026,58.604,64.316,0
